School,SchoolID,Mschool,Latitude,Longitude,Hschool,var,est,moe
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_HPI.y16,0,0.33
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_HPI.y16,0,0.32
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_HPI.y16,0.05,0.33
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_HPI.y16,0,0.35
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_HPI.y16,0,0.46
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_HPI.y16,0,0.33
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_HPI.y16,0,0.29
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_HPI.y16,0,0.33
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_HPI.y16,0.03,0.28
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_OthNH.y16,0.95,1.6
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_OthNH.y16,0.11,0.36
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_OthNH.y16,0.06,0.38
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_OthNH.y16,0.61,1.1
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_OthNH.y16,0.19,0.4
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_OthNH.y16,0,0.29
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_OthNH.y16,0.27,0.57
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_OthNH.y16,0,0.33
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_OthNH.y16,0,0.32
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_OthNH.y16,0.08,0.39
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_OthNH.y16,0,0.35
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_OthNH.y16,0.02,0.48
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_OthNH.y16,0.57,0.86
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_OthNH.y16,0.32,0.52
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_OthNH.y16,0,0.33
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_OthNH.y16,0.08,0.35
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_WhtNH.y16,53.04,9.2
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_WhtNH.y16,72.54,9.55
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_WhtNH.y16,73.84,8.84
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_WhtNH.y16,64.62,9.47
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_WhtNH.y16,62.51,7.25
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_WhtNH.y16,16.79,2.78
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_WhtNH.y16,61.43,8.47
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_WhtNH.y16,21.39,7.11
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_WhtNH.y16,35.28,7.82
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_WhtNH.y16,38.6,9.6
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_WhtNH.y16,22.74,6.34
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_WhtNH.y16,60.65,7.95
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_WhtNH.y16,59.64,8.53
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_WhtNH.y16,64.37,7.64
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_WhtNH.y16,55.13,5.83
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_WhtNH.y16,43.77,6.32
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rent30.y16,48.57,14.7
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rent30.y16,53.82,13.19
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rent30.y16,58.41,13.66
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rent30.y16,42.67,13.93
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rent30.y16,59.81,14.68
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rent30.y16,45.22,16.12
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rent30.y16,44.49,15.95
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rent30.y16,57.26,16.55
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rent30.y16,58.48,12.73
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rent30.y16,64.95,13.9
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rent30.y16,51.32,18.6
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rent30.y16,40.36,15.76
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rent30.y16,51.44,15.41
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rent30.y16,44.86,16.17
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rent30.y16,48.41,21.99
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rent30.y16,55.91,17.73
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Sch_grad.y16,3.94,2.04
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Sch_grad.y16,8.57,3.35
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Sch_grad.y16,8.82,3.31
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Sch_grad.y16,7.26,3.01
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Sch_grad.y16,6.51,3.31
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Sch_grad.y16,1.93,1.22
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Sch_grad.y16,2.04,1.47
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Sch_grad.y16,1.24,1
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Sch_grad.y16,5.63,2.4
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Sch_grad.y16,2.74,1.87
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Sch_grad.y16,1.45,1.62
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Sch_grad.y16,2.7,1.67
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Sch_grad.y16,3.36,2.3
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Sch_grad.y16,3.39,2.15
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Sch_grad.y16,3.56,2.6
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Sch_grad.y16,4.37,2.56
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Sch_Kpre.y16,3.48,2.22
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Sch_Kpre.y16,0.91,0.93
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Sch_Kpre.y16,1.04,0.92
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Sch_Kpre.y16,4.48,2.53
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Sch_Kpre.y16,4.11,2.16
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Sch_Kpre.y16,6.73,3.13
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Sch_Kpre.y16,2.5,1.79
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Sch_Kpre.y16,4.42,2.42
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Sch_Kpre.y16,2.75,1.59
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Sch_Kpre.y16,3.33,2.2
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Sch_Kpre.y16,4.94,2.77
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Sch_Kpre.y16,2.68,1.73
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Sch_Kpre.y16,3.11,1.91
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Sch_Kpre.y16,2.37,1.48
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Sch_Kpre.y16,2.95,2.18
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Sch_Kpre.y16,2.25,1.42
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Sch_ugrad.y16,12.51,6.83
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Sch_ugrad.y16,32.1,7.26
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Sch_ugrad.y16,59.67,7.9
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Sch_ugrad.y16,14.13,5.41
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Sch_ugrad.y16,14.43,4.89
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Sch_ugrad.y16,2.82,1.64
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Sch_ugrad.y16,12.55,5.81
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Sch_ugrad.y16,4.31,1.94
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Sch_ugrad.y16,15.52,5.89
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Sch_ugrad.y16,31.35,7.98
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Sch_ugrad.y16,4.09,2.04
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Sch_ugrad.y16,10.19,5.04
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Sch_ugrad.y16,14.24,5.7
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Sch_ugrad.y16,6.54,2.94
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Sch_ugrad.y16,4.78,2.33
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Sch_ugrad.y16,3.4,1.62
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_car.y16,66.35,13.96
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_car.y16,77.09,13.84
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_car.y16,68.66,16.18
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_car.y16,68.8,13.36
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_car.y16,82.29,13.48
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_car.y16,71.71,12.93
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_car.y16,80.54,15.07
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_car.y16,81.63,12.44
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_car.y16,74.64,14.3
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_car.y16,80.9,17.56
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_car.y16,82.44,15.34
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_car.y16,82.23,14.22
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_car.y16,81.22,14.71
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_car.y16,81.71,12.21
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_car.y16,80.64,12.41
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_car.y16,77.89,12.75
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_carpool.y16,10.14,6.75
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_carpool.y16,13.1,7.78
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_carpool.y16,5.39,3.9
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_carpool.y16,8.69,5.08
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_carpool.y16,8.5,5.2
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_carpool.y16,19.29,6.66
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_carpool.y16,13.79,6.74
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_carpool.y16,12.58,5.74
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_carpool.y16,9.13,4.94
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_carpool.y16,11.17,6.1
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_carpool.y16,14.73,8.56
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_carpool.y16,10.55,5.35
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_carpool.y16,12.36,6.33
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_carpool.y16,11.1,5.54
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_carpool.y16,16.59,7.25
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_carpool.y16,13.51,8.68
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_home.y16,3.43,2.31
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_home.y16,2.47,1.97
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_home.y16,4.34,2.84
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_home.y16,3.04,2.5
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_home.y16,2.83,2.21
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_home.y16,1.34,1.69
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_home.y16,2.77,2.13
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_home.y16,0.96,1.09
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_home.y16,1.37,1.33
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_home.y16,1.51,2.05
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_home.y16,0.49,1.11
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_home.y16,3.71,2.62
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_home.y16,3,2.3
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_home.y16,3.24,2.51
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_home.y16,1.31,1.46
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_home.y16,2.38,1.66
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_noveh.y16,7.75,5.63
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_noveh.y16,1.51,1.62
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_noveh.y16,4.71,4.05
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_noveh.y16,4.32,3.34
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_noveh.y16,2.3,2.3
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_noveh.y16,6.49,5.88
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_noveh.y16,1.71,2.6
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_noveh.y16,2.78,2.51
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_noveh.y16,4.41,2.85
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_noveh.y16,11.06,9.26
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_noveh.y16,1.42,1.85
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_noveh.y16,1.6,2.3
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_noveh.y16,0.84,1.28
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_noveh.y16,1.44,1.59
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_noveh.y16,0.82,1.46
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_noveh.y16,0.64,0.91
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_pub.y16,5.94,7.09
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_pub.y16,5.19,2.96
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_pub.y16,8.27,5.06
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_pub.y16,4.43,3.61
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_pub.y16,2.02,1.62
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_pub.y16,1.51,1.38
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_pub.y16,1.45,2.52
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_pub.y16,0.32,0.59
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_pub.y16,4.49,3.16
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_pub.y16,6.03,6.61
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_pub.y16,0.12,0.86
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_pub.y16,1.33,1.8
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_pub.y16,3.33,3.95
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_pub.y16,0.64,0.86
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_pub.y16,0.75,1.38
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_pub.y16,2.83,2.15
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_taxi.y16,4.78,4.47
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_taxi.y16,0.77,1.11
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_taxi.y16,3.2,3.15
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_taxi.y16,7.06,5.32
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_taxi.y16,4.08,4.17
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_taxi.y16,5.8,7.01
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_taxi.y16,1.45,2.09
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_taxi.y16,3.97,3.78
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_taxi.y16,5.67,5.44
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_taxi.y16,0.36,1.15
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_taxi.y16,1.97,2.46
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_taxi.y16,2.15,2.19
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_taxi.y16,0,0.68
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_taxi.y16,1.9,1.77
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_taxi.y16,0,0.67
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_taxi.y16,2.49,2.53
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Trn_walk.y16,9.41,6.52
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Trn_walk.y16,1.36,1.6
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Trn_walk.y16,10.13,5.13
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Trn_walk.y16,7.96,4.78
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Trn_walk.y16,0.31,0.87
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Trn_walk.y16,0.39,0.65
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Trn_walk.y16,0,0.68
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Trn_walk.y16,0.55,0.91
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Trn_walk.y16,4.75,2.78
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Trn_walk.y16,0.04,0.93
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Trn_walk.y16,0.25,1.05
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Trn_walk.y16,0.08,0.94
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Trn_walk.y16,0.1,0.6
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Trn_walk.y16,1.41,2.39
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Trn_walk.y16,0.71,1.16
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Trn_walk.y16,0.91,1.43
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,TotPop.y16,6305,763
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,TotPop.y16,11840,1171
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,TotPop.y16,24064,2237
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,TotPop.y16,7369,759
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,TotPop.y16,6194,542
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,TotPop.y16,5800,626
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,TotPop.y16,4524,490
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,TotPop.y16,4807,573
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,TotPop.y16,6533,774
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,TotPop.y16,6643,859
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,TotPop.y16,4226,519
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,TotPop.y16,5006,494
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,TotPop.y16,10688,1045
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,TotPop.y16,6554,524
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,TotPop.y16,5434,604
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,TotPop.y16,6048,555
